id,title,average_rating,isbn,isbn13,fk_language_code,num_pages,ratings_count,publication_date,fk_publisher
5417,Carrie / 'Salem's Lot / The Shining,4.54,0517219026,9780517219027,23,1096,13137,7/2/2002,1291
5419,'Salem's Lot,4.02,0451092317,9780451092311,5,427,178,11/13/1979,1073
5420,'Salem's Lot,4.02,0340770538,9780340770535,23,586,25,10/6/2010,655
5427,Orientalism,4.08,0141187425,9780141187426,23,396,873,8/28/2003,1280
5439,Interpreter of Maladies,4.15,0618101365,9780618101368,23,198,131876,5/22/2000,2030
5442,The Faiths of the Founding Fathers,3.89,0195300920,9780195300925,5,225,461,3/1/2006,1978
5452,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),3.83,0553375938,9780553375930,23,338,61435,6/13/2006,8
5453,Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),3.81,0385729367,9780385729369,23,384,62199,1/9/2007,1588
5458,Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),4.04,0375823026,9780375823022,5,86,111,4/27/2004,869
5471,Nineteen Eighty-Four,4.18,0452284236,9780452284234,23,339,9910,5/6/2003,2132
5472,Animal Farm / 1984,4.28,0151010269,9780151010264,23,400,146659,6/1/2003,2030
5477,1984,4.18,0451516753,9780451516756,23,268,1322,7/1/1981,2090
5478,Nineteen Eighty-Four,4.18,1421808323,9781421808321,23,387,215,7/1/2005,2064
5479,Brave New World / Brave New World Revisited,4.16,0060776099,9780060776091,23,340,129179,7/5/2005,454
5480,Brave New World and Brave New World Revisited,4.16,0060535261,9780060535261,23,340,421,6/1/2004,44
5481,Brave New World Revisited,3.95,0060898526,9780060898526,23,123,12989,9/5/2006,454
5485,Brave New World,3.99,0060850523,9780060850524,23,259,13353,10/17/2006,44
5486,Andrew Carnegie,3.99,1594201048,9781594201042,23,896,2580,10/24/2006,244
5488,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),4.46,0375413316,9780375413315,23,1313,3347,10/16/2001,208
5490,Children of the Alley,4.1,0385264739,9780385264730,23,464,1192,10/18/1996,1675
5497,Akhenaten: Dweller in Truth,3.81,0385499094,9780385499095,23,168,1282,4/4/2000,1675
5498,Adrift on the Nile,3.82,0385423330,9780385423335,23,167,411,1/1/1994,1122
5499,Midaq Alley,3.85,0385264763,9780385264761,23,286,4815,12/1/1991,1122
5502,The Harafish,4.36,0385423357,9780385423359,23,416,590,9/17/1997,1122
5503,The Day the Leader Was Killed,3.63,0385499221,9780385499224,23,112,809,6/6/2000,1675
5508,Anne Frank Beyond the Diary: A Photographic Remembrance,4.27,0140369260,9780140369267,23,113,24181,5/1/1995,710
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,4.29,0671662341,9780671662349,23,252,55487,4/15/1988,168
5513,The Diary of Anne Frank,4.06,082221718X,9780822217183,23,70,1320,10/1/1998,1799
5514,Anne Frank: Life in Hiding,3.99,0380732548,9780380732548,23,64,152,12/8/1999,44
5518,Cliffs Notes on Hansberry's A Raisin in the Sun,3.9,0822011085,9780822011088,11,80,10,8/15/1992,1107
5526,Dear John,4.03,0446528056,9780446528054,23,276,502726,10/30/2006,379
5527,All the King's Men,4.09,0156004801,9780156004800,23,439,47324,9/1/1996,1515
5528,Cliffs notes on Warren's All the King's Men,3.45,0822001462,9780822001461,23,80,3,1/13/1964,1107
5530,All the King's Men: Three Stage Versions,4.0,0820320978,9780820320977,23,264,3,7/4/2000,1605
5534,Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,3.98,1579547699,9781579547691,5,364,256,10/17/2003,727
5544,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,4.28,0393316041,9780393316049,23,391,106526,4/12/1997,1151
5545,The Feynman Lectures on Physics  3 Vols,4.6,0201500647,9780201500646,5,3,78,1/1/1989,2088
5548,What Do You Care What Other People Think?,4.27,0393320928,9780393320923,23,256,15700,1/11/2001,944
5550,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,4.25,0738206369,9780738206363,5,512,1874,4/5/2005,1593
5552,QED: The Strange Theory of Light and Matter,4.24,0691024170,9780691024172,23,158,13463,10/21/1988,1510
5554,Kiffe Kiffe Demain (French Edition),3.4,0785990232,9780785990239,6,182,19,10/1/2005,2119
5558,iWoz,3.87,0393061434,9780393061437,11,313,3536,9/17/2006,396
5571,Cradle to Cradle: Remaking the Way We Make Things,4.11,0865475873,9780865475878,23,193,9017,4/22/2002,990
5575,Cradle and All,3.86,0446609404,9780446609401,23,384,27869,2/1/2001,1760
5585,The Creation of the American Republic  1776-1787,4.12,0807847232,9780807847237,23,675,1792,4/6/1998,2166
5587,Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,3.98,0393058263,9780393058260,23,832,1510,1/16/2007,396
5595,Problems of the Self: Philosophical Papers 1956 1972,3.97,0521290600,9780521290609,5,276,57,3/25/1976,24
5598,Moral Luck: Philosophical Papers 1973-1980,4.09,0521286913,9780521286916,23,188,114,3/12/1981,24
5599,Ethics and the Limits of Philosophy,4.06,067426858X,9780674268586,5,230,556,3/15/1986,878
5606,On Rhetoric and Language: Four Key Dialogues,4.2,1880393336,9781880393338,23,232,10,7/1/1999,1999
5635,The Norton Anthology of Modern and Contemporary Poetry,4.23,039332429X,9780393324297,23,1136,286,4/17/2003,396
5653,The Elephant War,3.67,1903252040,9781903252048,23,256,19,10/1/2000,1958
5659,The Wind in the Willows,3.99,0143039091,9780143039099,23,197,147748,10/27/2005,101
5660,The Everyman Anthology of Poetry for Children,4.14,0679436340,9780679436348,23,379,22,9/27/1994,208
5661,Holiday Romance and Other Writings for Children,3.32,0460876015,9780460876018,23,368,8,5/1/1995,1067
5665,Ideas Have Consequences,4.16,0226876802,9780226876801,23,198,970,9/28/1984,1034
5671,The Ethics of Rhetoric,4.14,0961180021,9780961180027,23,240,65,11/3/1995,1999
5678,Manliness,3.39,0300106645,9780300106640,23,304,177,3/11/2006,777
5685,Anna Karenina,4.05,0142000272,9780142000274,5,838,2415,12/1/2001,101
5691,The Brothers Karamazov,4.32,0099922800,9780099922803,23,796,443,1/16/1992,510
5693,Selected Stories of Anton Chekhov,4.35,0553381008,9780553381009,23,467,27027,10/31/2000,69
5694,Mother Maria Skobtsova: Essential Writings,4.31,1570754365,9781570754364,23,192,62,10/1/2002,1286
5696,What is Art?,3.72,0140446427,9780140446425,23,230,127,8/31/1995,1280
5697,The Complete Short Novels,4.47,140003292X,9781400032921,23,548,10580,8/18/2005,510
5698,The Double and The Gambler,4.16,0375719016,9780375719011,23,344,2486,1/16/2007,510
5700,The Adolescent,3.94,0375719008,9780375719004,23,647,3568,12/7/2004,374
5712,If I Die in a Combat Zone,3.95,0007162995,9780007162994,23,208,11,4/7/2003,114
5713,If I Die In A Combat Zone,3.95,0586087990,9780586087992,23,208,53,4/24/1995,114
5720,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),4.09,0425170349,9780425170342,23,912,40815,9/1/1999,2188
5728,Child of War  Woman of Peace,3.8,0385471475,9780385471473,23,388,186,12/1/1993,1675
5729,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,4.12,0452271681,9780452271685,23,400,2593,11/1/1993,2132
5735,Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,4.22,0295979844,9780295979847,5,208,86,6/1/2000,1554
5736,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,4.13,0385337817,9780385337816,23,424,7072,2/3/2004,2164
5738,I'm Too Young To Be Seventy,3.93,0743267745,9780743267748,5,64,237,10/12/2005,2012
5743,Seventy-Seven Clocks (Bryant & May #3),3.89,0553587153,9780553587159,23,496,2095,11/29/2005,1169
5752,The Blank Slate: The Modern Denial of Human Nature,4.08,0142003344,9780142003343,23,528,18793,8/26/2003,101
5755,The Language Instinct: How the Mind Creates Language,4.03,0060958332,9780060958336,23,448,15441,11/7/2000,454
5756,Learnability and Cognition: The Acquisition of Argument Structure,3.75,0262660733,9780262660730,23,432,50,8/28/1991,912
5759,Fight Club,4.19,0393327345,9780393327342,23,218,388782,10/17/2005,1720
5766,BSD Hacks,3.8,0596006799,9780596006792,5,450,42,5/31/2004,32
5770,The Design and Implementation of the 4.3BSD UNIX Operating System,4.26,0201061961,9780201061963,23,471,27,6/1/1989,2088
5776,Choke,3.84,0061094226,9780061094224,23,352,2288,9/12/1996,1754
5777,Choke Point: A Brinker Mystery (Brinker P.I.),3.22,0312315325,9780312315320,23,272,3,10/5/2004,1993
5787,The Aleph and Other Stories,4.38,0142437883,9780142437889,23,210,20259,7/27/2004,1280
5794,El Aleph,4.38,9500425998,9789500425995,22,253,146,9/1/2007,633
5797,Vanity Fair,3.79,0141439831,9780141439839,23,867,102877,1/30/2003,101
5799,Vanity Fair,3.79,1593080719,9781593080716,23,696,553,11/1/2003,1361
5800,Vanity Fair,3.79,0140620850,9780140620856,23,672,296,10/3/1998,101
5805,V for Vendetta,4.25,1401207928,9781401207922,23,296,234954,11/1/2005,597
5809,V.,3.96,2020418770,9782020418775,6,640,15174,1/2/2001,2266
5810,Girl in the Shadows (Shadows  #2),3.81,1416500529,9781416500520,5,400,5,3/7/2006,1849
5812,V for Vendetta,4.15,1416516999,9781416516996,23,358,2980,3/1/2006,546
5813,Heaven (Casteel  #1),4.03,0671010050,9780671010058,23,464,13,4/1/1997,1849
5814,Slow Learner: Early Stories,3.5,0099532514,9780099532514,23,208,3169,2/16/1995,510
5816,A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,4.01,0820328073,9780820328072,23,424,152,11/1/2006,1605
5821,Casino Royale,3.73,0141187581,9780141187587,23,181,371,6/3/2004,1887
5824,Casino Royale,3.7,1840238437,9781840238433,23,96,110,6/1/2005,975
5826,Bel Canto,3.93,0060838728,9780060838720,23,352,218195,8/2/2005,1149
5835,Guerilla Film Makers Movie Blueprint,4.2,0826414532,9780826414533,23,608,50,6/20/2003,7
5838,Mini-Manual of the Urban Guerrilla,3.31,1894925025,9781894925020,5,66,127,9/9/2002,588
5843,The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),3.13,1590596242,9781590596241,5,264,37,2/1/2006,1685
5845,A Bend in the River,3.77,0330487140,9780330487146,23,326,13147,5/10/2002,675
5848,The Middle Passage,3.61,0375708340,9780375708343,5,256,461,1/8/2002,374
5851,Magic Seeds,3.13,0375707271,9780375707278,23,280,715,11/8/2005,374
5853,Half a Life,3.25,037570728X,9780375707285,23,224,3078,4/23/2009,239
5855,North of South: An African Journey,3.89,0140188266,9780140188264,23,352,279,9/26/1996,1280
5863,V.S. Naipaul,2.0,1403904561,9781403904560,23,240,0,10/10/2003,536
5874,Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,4.3,0806132299,9780806132297,23,670,163,4/15/2000,435
5875,Regeneration (Species Imperative  #3),4.13,0756403456,9780756403454,5,543,54,5/2/2006,1769
5877,The Regeneration Trilogy (Regeneration  #1-3),4.38,0670869295,9780670869299,23,592,1588,1/1/1996,497
5880,The Sparrow (The Sparrow  #1),4.16,0552997773,9780552997775,23,506,664,11/1/1997,1534
5881,The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),4.05,1423101685,9781423101680,23,144,548,12/1/2006,1144
5882,The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),3.98,1423100611,9781423100614,5,122,644,10/1/2006,1144
5883,The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),3.89,1423100204,9781423100201,23,119,730,8/1/2006,1144
5885,The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),3.86,1423100190,9781423100195,23,123,859,6/1/2006,1144
5886,The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),3.83,1423100182,9781423100188,5,135,1414,6/1/2006,1144
5890,The Woman in White,4.0,0141439610,9780141439617,23,672,108060,2/27/2003,1280
5891,The Woman in White,4.0,0486440966,9780486440965,23,504,136,4/15/2005,1399
5893,The Woman in White,4.0,1551116448,9781551116440,23,696,122,4/20/2006,1555
5896,The Woman in White,4.0,1593082800,9781593082802,23,635,624,4/25/2005,1361
5898,The Lord of the Rings (The Lord of the Rings  #1-3),4.5,0007136587,9780007136582,23,1200,682,9/16/2002,1243
5901,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,3.6,0393060411,9780393060416,23,624,146,10/17/2004,396
5907,The Hobbit  or There and Back Again,4.27,0618260307,9780618260300,23,366,2530894,8/15/2002,1863
5910,The Annotated Hobbit,4.27,0007137273,9780007137275,23,411,121,4/7/2003,44
5911,Poems From The Hobbit,4.3,0618009345,9780618009343,23,57,169,12/13/1999,2030
5912,The Hobbit: Or There and Back Again,4.27,1594130051,9781594130052,23,481,276,9/1/2003,401
5915,The Hobbit,4.27,0261103288,9780261103283,23,277,3213,9/17/2007,44
5918,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,3.86,0486402185,9780486402185,23,64,44,6/19/2013,1399
5931,The Essential Neruda: Selected Poems,4.46,0872864286,9780872864283,23,200,5149,4/1/2004,2202
5932,Twenty Love Poems and a Song of Despair,4.3,0143039962,9780143039969,23,70,37942,12/26/2006,1280
5934,Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,4.3,1400001447,9781400001446,23,160,1120,1/22/2002,246
5937,Love,4.46,0786881488,9780786881482,23,43,1333,6/16/1995,1774
5942,Anil's Ghost,3.57,0375724370,9780375724374,23,311,13022,4/24/2001,374
5952,Waiting for My Cats to Die: A Memoir,3.67,0312287445,9780312287443,23,320,177,1/17/2002,323
5957,Narcissus and Goldmund,4.2,0720608724,9780720608724,23,288,175,6/1/1993,307
5966,Edward Lear's Book of Nonsense: With Lear's Original Illustrations,3.65,1888297018,9781888297010,23,46,71,11/1/1995,265
5969,A Sparrow Falls (Courtney #3),4.19,0312940688,9780312940683,23,640,5019,1/2/2007,832
5970,Providence of a Sparrow: Lessons from a Life Gone to the Birds,4.33,1400033853,9781400033850,23,304,228,4/13/2004,1675
5974,Sparrow Hawk Red,3.79,0786811056,9780786811052,23,185,1,4/1/1995,1883
5975,The Fall of a Sparrow,3.69,0684850273,9780684850276,23,464,824,7/6/1999,201
5976,The Bluebird and the Sparrow (Women of the West  #10),3.83,0764202537,9780764202537,5,251,78,8/1/2006,904
5981,Journey of the Sparrows,3.69,0142302090,9780142302095,23,160,205,12/30/2002,710
5984,Aleutian Sparrow,3.78,1416903275,9781416903277,23,160,710,6/1/2005,1023
5985,An Episode of Sparrows,4.21,1590171241,9781590171240,11,247,900,10/31/2004,445
5989,Li Po and Tu Fu: Poems,4.14,0140442723,9780140442724,23,256,389,4/26/1973,1280
5991,混血王子的背叛 (哈利波特  #6),4.57,9573321742,9789573321743,17,735,75,10/1/2005,1558
6003,火盃的考驗 (哈利波特  #4),4.56,9573318318,9789573318316,17,768,91,12/8/2001,1558
6008,Five T'ang Poets,4.3,093244055X,9780932440556,23,184,169,10/8/1990,529
6038,The End of Obscenity: The Trials of Lady Chatterley  Tropic of Cancer  and Fanny Hill,3.88,0060970618,9780060970611,23,528,11,12/1/1986,724
6048,Juniper,4.16,0394832205,9780394832203,23,198,112,2/24/2004,2154
6057,The Long Road Back: A Survivor's Guide to Anorexia,3.2,1880823195,9781880823194,11,194,30,10/1/1998,1709
6058,The Road Back,4.32,1931541744,9781931541749,23,352,3146,12/1/2001,504
6066,Robinson Crusoe,3.67,1593080115,9781593080112,23,312,350,4/1/2003,494
6069,Achilles in Vietnam: Combat Trauma and the Undoing of Character,4.25,0684813211,9780684813219,5,272,1130,10/1/1995,201
6076,The Work of Mourning,4.2,0226142817,9780226142814,23,272,167,9/15/2003,1096
6089,Transform Your Life: A step-by-step programme for change,4.0,0749919442,9780749919443,23,176,6,10/29/1998,2146
6106,A Short History of Byzantium,4.09,0679772693,9780679772699,23,496,1772,12/29/1998,374
6107,The Middle Sea: A History of the Mediterranean,3.85,0701176083,9780701176082,23,588,662,10/31/2006,1139
6109,A History of Venice,4.2,0679721975,9780679721970,23,673,1422,6/18/1989,374
6110,The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,4.34,0140152121,9780140152128,23,816,268,9/1/2004,742
6112,Siddhartha,4.02,0679643362,9780679643364,23,129,888,7/18/2006,69
6115,Siddhartha,4.02,0142437182,9780142437186,23,132,1104,12/31/2002,101
6129,Siddhartha,4.02,2253008486,9782253008484,6,160,590,10/31/1975,221
6138,The Moonstone,3.91,0375757856,9780375757853,23,528,59709,9/11/2001,69
6140,The Moonstone,3.91,0140620133,9780140620139,11,464,349,10/24/1998,101
6144,The Moonstone,3.91,0192100289,9780192100283,23,576,74,6/10/1999,1978
6148,Ride of the Second Horseman: The Birth and Death of War,4.29,0195119207,9780195119206,23,320,13,10/19/1997,1978
6149,Beloved,3.83,1400033411,9781400033416,23,324,282045,6/8/2004,374
6150,Cry  the Beloved Country,3.9,074326195X,9780743261951,23,316,54558,11/25/2003,201
6151,Life of the Beloved: Spiritual Living in a Secular World,4.28,0824519868,9780824519865,23,160,7551,10/1/2002,2265
6152,Come Away My Beloved,4.58,1593109156,9781593109158,23,192,8,10/1/2005,1003
6155,Israel  My Beloved,4.16,0736903704,9780736903707,23,448,681,3/15/2001,1324
6156,Beloved Bride: The Letters of Stonewall Jackson to His Wife,4.1,1929241631,9781929241637,23,156,137,4/10/2003,967
6157,The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),3.95,0874778719,9780874778717,5,272,18,6/30/1997,1839
6159,Reservation Blues,3.98,0802141900,9780802141903,23,306,11163,2/7/2005,225
6163,The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,4.44,0375407936,9780375407932,23,1040,4589,9/28/1999,208
6167,Music & Silence,3.95,0743418263,9780743418263,23,485,2923,5/1/2001,84
6173,The Periodic Table,4.21,0140296611,9780140296617,11,194,101,1/1/2009,1921
6174,Survival in Auschwitz,4.32,0684826801,9780684826806,23,187,29099,9/1/1995,2012
6175,The Reawakening,4.29,0684826356,9780684826356,23,230,1269,12/1/1995,1833
6176,The Drowned and the Saved,4.4,0349100470,9780349100470,23,170,3542,2/1/1989,1380
6180,The Monkey's Wrench,3.92,0140188924,9780140188929,23,192,601,7/1/1995,521
6182,Primo Levi: A Life,4.11,0312423675,9780312423674,23,640,104,12/1/2004,186
6184,Wuthering Heights,3.85,0140620125,9780140620122,23,279,2155,1/13/2007,101
6192,Disgrace,3.84,0143036378,9780143036371,23,220,61545,8/30/2005,101
6194,Waiting for the Barbarians,3.94,0140283358,9780140283358,23,152,18097,10/1/1999,101
6197,The Lives of Animals,3.69,069107089X,9780691070896,23,136,1930,5/6/2001,1510
6198,Boyhood: Scenes from Provincial Life,3.79,014026566X,9780140265668,23,166,3162,9/1/1998,101
6200,Youth,3.79,0142002003,9780142002001,23,176,4931,10/7/2003,101
6207,Age of Iron,3.84,0140275657,9780140275650,23,198,2976,9/1/1998,101
6216,The Wife (Kristin Lavransdatter  #2),4.15,0141181281,9780141181288,23,402,2116,11/1/1999,1280
6217,Kristin Lavransdatter (Kristin Lavransdatter  #1-3),4.28,0143039164,9780143039167,23,1144,7210,9/27/2005,101
6218,The Axe (The Master of Hestviken  #1),4.21,0679752730,9780679752738,23,304,496,11/29/1994,374
6219,The Cross (Kristin Lavransdatter  #3),4.29,0141182350,9780141182353,23,366,1803,4/1/2000,1280
6220,The Wreath (Kristin Lavransdatter  #1),4.02,0141180412,9780141180410,23,305,3831,12/1/1997,1280
6221,The Mistress of Husaby (Kristin Lavransdatter  #2),4.15,0394752937,9780394752938,5,384,167,5/12/1987,374
6222,Jenny,3.79,158642050X,9781586420505,23,330,549,6/1/1998,2129
6224,The Unknown Sigrid Undset: Jenny and Other Works,4.19,1586420216,9781586420215,23,406,48,12/31/2001,2113
6226,Gunnar's Daughter,4.18,014118020X,9780141180205,23,161,848,4/1/1998,1280
6227,The Snake Pit (The Master of Hestviken  #2),4.23,0679755543,9780679755548,23,240,349,11/29/1994,374
6230,The Son Avenger (The Master of Hestviken  #4),4.4,0679755527,9780679755524,5,288,275,6/24/1995,374
6240,An Imaginary Life,3.88,0099273845,9780099273844,23,156,1552,2/5/1999,374
6245,The Great World,3.88,0099273861,9780099273868,23,336,539,5/20/1999,374
6253,A Very Long Engagement,3.91,0099474549,9780099474548,23,320,79,1/6/2005,374
6259,Birdsong,4.09,0679776818,9780679776819,23,483,57513,6/2/1997,239
6273,The Collected Poems of Wilfred Owen,4.34,0811201325,9780811201322,23,192,3151,1/17/1965,439
6286,Murder in Foggy Bottom (Capital Crimes  #17),3.71,0449001962,9780449001967,5,368,688,1/29/2002,764
6288,The Road,3.97,0307265439,9780307265432,23,241,606433,9/26/2006,1873
6290,The Road to Serfdom,4.18,0415253896,9780415253895,23,272,258,3/9/2006,1999
6291,Road of the Patriarch (Forgotten Realms: The Sellswords  #3),4.19,0786940751,9780786940752,23,346,6274,12/20/2006,1470
6293,Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,3.96,1566917662,9781566917667,5,964,448,3/31/2006,1056
6294,Howl's Moving Castle (Howl's Moving Castle  #1),4.29,006441034X,9780064410342,23,329,161582,8/1/2001,1048
6295,Howl and Other Poems,4.13,0872863107,9780872863101,23,56,85143,1/1/2001,1271
6296,When Rabbit Howls,4.04,0425183319,9780425183311,23,400,262,2/5/2002,868
6297,The Art of Howl's Moving Castle,4.51,1421500493,9781421500492,23,256,2874,7/1/2005,535
6298,Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,4.22,0061137456,9780061137457,23,208,180,10/10/2006,454
6302,The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,4.35,1933615095,9781933615097,23,312,193,9/1/2006,1751
6310,Charlie and the Chocolate Factory (Charlie Bucket  #1),4.13,0142403881,9780142403884,23,176,558799,6/2/2005,710
6311,Charlie and the Chocolate Factory: A Play,4.33,0140311254,9780140311259,23,89,2760,9/27/1979,710
6316,Charlie and the Chocolate Factory (Abridged),3.86,0142404209,9780142404201,5,40,12,6/2/2005,165
6326,Collected Stories,4.39,0307264904,9780307264909,23,850,346,10/17/2006,1873
6329,Roald Dahl Treasury,4.43,067003665X,9780670036653,23,448,2143,9/15/2003,1473
6332,Dirty Beasts,4.01,0142302279,9780142302279,23,32,4075,10/14/2002,710
6334,Never Let Me Go,3.82,1400078776,9781400078776,23,288,380646,8/31/2010,34
6335,Never Let Me Go,3.82,0676977111,9780676977110,23,288,1177,1/31/2006,34
6339,Never Let Me Go,3.82,1415916292,9781415916292,23,10,323,4/12/2005,1093
6340,Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,4.3,0967967570,9780967967578,23,326,118,9/1/2002,2027
6341,Paradoxes of Education in a Republic,4.28,0226071367,9780226071367,23,178,29,8/15/1989,1096
6342,The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,4.58,1589880080,9781589880085,23,378,20,3/1/2004,2027
6343,Open Secrets / Inward Prospects: Reflections on World and Soul,4.42,1589880196,9781589880191,23,435,10,10/1/2004,2027
6346,Phaedo,4.04,0941051692,9780941051699,23,118,94,9/1/1998,2216
6360,Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,4.16,1589880293,9781589880290,23,144,31,11/1/2006,2027
6366,My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),3.88,0061134236,9780061134234,23,336,1226,8/29/2006,2110
6367,Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),3.81,0060595361,9780060595364,23,384,1614,8/31/2004,1551
6388,The Da Vinci Code (Robert Langdon  #2),3.84,0385504217,9780385504218,23,522,2780,3/18/2003,605
6407,Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,3.98,0451206703,9780451206701,5,208,37,10/1/2002,1602
6414,Mother God: The Feminine Principle to Our Creator,4.05,1401903096,9781401903091,5,128,469,2/1/2004,1532
6418,Thanksgiving,3.6,0060598808,9780060598808,23,228,10637,10/31/2006,1754
6419,Plum Lovin' (Stephanie Plum  #12.5),3.72,0312306342,9780312306342,23,164,47315,1/9/2007,2094
6422,Four to Score (Stephanie Plum  #4),4.17,0312966970,9780312966973,23,313,117541,6/15/1999,2094
6424,Seven Up (Stephanie Plum  #7),4.16,0312980140,9780312980146,5,337,103618,6/17/2002,2094
6425,Hard Eight (Stephanie Plum  #8),4.17,0312983867,9780312983864,23,326,101730,6/16/2003,2094
6426,Motor Mouth (Alex Barnaby #2),3.68,0060584033,9780060584030,23,312,22251,10/3/2006,44
6438,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,4.25,0316919896,9780316919890,23,353,722,2/1/1997,1300
6440,Ivanhoe,3.75,0140436588,9780140436587,23,541,73757,3/30/2000,2073
6441,Ivanhoe,3.96,1587172488,9781587172489,5,56,178,10/7/2004,996
6459,Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,3.73,0425132641,9780425132647,23,244,30,5/1/1992,868
6460,George Washington and Benedict Arnold: A Tale of Two Patriots,4.27,1596980206,9781596980204,23,424,242,8/1/2006,938
6462,His Excellency: George Washington,3.92,1400032539,9781400032532,23,320,32978,11/8/2005,374
6466,George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),4.08,155709103X,9781557091031,23,30,835,8/1/1989,2065
6475,George Washington's Sacred Fire,4.18,0978605268,9780978605261,23,1200,694,5/31/2011,591
6480,Waverley,3.43,0192836013,9780192836014,23,463,69,8/20/1998,568
6482,The Antiquary,3.83,0192831879,9780192831873,23,528,354,5/23/2002,568
6483,Rob Roy,3.7,0375760601,9780375760600,23,576,26,7/9/2002,69
6505,Prozac Nation,3.59,1573229628,9781573229623,23,384,895,4/2/2002,1747
6511,Girl  Interrupted: Screenplay based on the book,4.02,057120211X,9780571202119,23,167,253,2/21/2000,480
6524,How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling,3.86,0312010443,9780312010447,23,192,2152,12/15/1987,2094
6526,Book of the Dead (Kay Scarpetta  #15),3.65,0399153934,9780399153938,23,511,23107,11/1/2007,1595
6527,At Risk (Winston Garano  #1),3.41,0399153624,9780399153624,23,212,422,5/23/2006,1977
6528,Predator (Kay Scarpetta  #14),3.68,0425210278,9780425210277,23,453,23630,10/1/2006,1311
6530,Trace (Kay Scarpetta  #13),3.78,0425204200,9780425204207,23,401,25822,6/28/2005,868
6534,Postmortem (Kay Scarpetta  #1),4.02,0743477154,9780743477154,23,342,193117,12/30/2003,1849
6536,Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta  #1  #2  #3),4.29,0765191121,9780765191120,5,822,476,10/1/1997,2009
6537,From Potter's Field (Kay Scarpetta  #6),4.04,0425204693,9780425204696,23,383,46084,8/30/2005,2188
6539,The Body Farm (Kay Scarpetta  #5),4.05,0425201449,9780425201442,23,351,57415,12/28/2004,868
6540,Trace (Kay Scarpetta  #13),3.78,0143058320,9780143058328,5,11,46,8/4/2005,1666
6541,Cause of Death (Kay Scarpetta  #7),3.93,0425213382,9780425213384,23,356,38823,1/2/2007,2188
6542,The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),4.16,0060791217,9780060791216,23,0,202,7/26/2005,1345
6543,At Risk (Winston Garano  #1),3.41,0425214761,9780425214763,5,289,10084,4/3/2007,2188
6544,The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),4.16,074325581X,9780743255813,23,672,30,11/11/2003,201
6545,In the Dark of the Night,3.88,034548701X,9780345487018,23,324,4278,7/18/2006,1563
6546,Perfect Nightmare,3.89,0345467329,9780345467324,23,384,3721,4/25/2006,1563
